Day of the Week,Part of Day,Region,Sky,Ambulance,Police
Tuesday,Morning,METROPOLITAN NORTH WEST REGION,Not clear,2.1222645879538082,1.5408222350897511
Tuesday,Morning,METROPOLITAN SOUTH EAST REGION,Clear,5.317987040454135,4.208713670052659
Tuesday,Morning,METROPOLITAN SOUTH EAST REGION,Not clear,2.6164905878882565,2.2385530585266196
Tuesday,Morning,NORTH EASTERN REGION,Clear,0.6443573254537986,0.5220109978359888
Tuesday,Morning,NORTH EASTERN REGION,Not clear,0.3488654117184342,0.3197932940752314
Tuesday,Morning,NORTHERN REGION,Clear,0.6769830128185479,0.5464802633595507
Tuesday,Morning,NORTHERN REGION,Not clear,0.26164905878882566,0.23257694114562283
Tuesday,Morning,SOUTH WESTERN REGION,Clear,1.0358655738307903,0.7911729185951705
Tuesday,Morning,SOUTH WESTERN REGION,Not clear,0.49422599993444843,0.4360817646480428
Tuesday,Morning,WESTERN REGION,Clear,0.8156421841187325,0.6688265909773606
Tuesday,Morning,WESTERN REGION,Not clear,0.46515388229124566,0.3488654117184342
Tuesday,Night,EASTERN REGION,Clear,0.09550509675155201,0.08754633868892268
Tuesday,Night,EASTERN REGION,Not clear,0.19137379158718357,0.12758252772478904
Tuesday,Night,METROPOLITAN NORTH WEST REGION,Clear,0.8038345643255628,0.7640407740124161
Tuesday,Night,METROPOLITAN NORTH WEST REGION,Not clear,0.4784344789679589,0.35085195124316987
Tuesday,Night,METROPOLITAN SOUTH EAST REGION,Clear,0.6526181611356053,0.6048656127598294
Tuesday,Night,METROPOLITAN SOUTH EAST REGION,Not clear,0.5422257428303534,0.4784344789679589
Tuesday,Night,NORTH EASTERN REGION,Clear,0.12734012900206934,0.12734012900206934
Tuesday,Night,NORTH EASTERN REGION,Not clear,0.09568689579359178,0.09568689579359178
Tuesday,Night,NORTHERN REGION,Clear,0.11938137093944001,0.10346385481418134
Tuesday,Night,NORTHERN REGION,Not clear,0.19137379158718357,0.15947815965598627
Tuesday,Night,SOUTH WESTERN REGION,Clear,0.167133919315216,0.14325764512732803
Tuesday,Night,SOUTH WESTERN REGION,Not clear,0.15947815965598627,0.12758252772478904
Tuesday,Night,WESTERN REGION,Clear,0.11142261287681068,0.10346385481418134
Tuesday,Night,WESTERN REGION,Not clear,0.06379126386239452,0.06379126386239452
Wednesday,Afternoon,EASTERN REGION,Clear,0.8621893165417581,0.69117655954174
Wednesday,Afternoon,EASTERN REGION,Not clear,0.8403566878980896,0.6602802547770704
Wednesday,Afternoon,METROPOLITAN NORTH WEST REGION,Clear,5.77880608029228,4.446331682000471
Wednesday,Afternoon,METROPOLITAN NORTH WEST REGION,Not clear,2.701146496815288,2.2809681528662433
Wednesday,Afternoon,METROPOLITAN SOUTH EAST REGION,Clear,5.757429485667277,4.688599754417164
Wednesday,Afternoon,METROPOLITAN SOUTH EAST REGION,Not clear,5.582369426751596,4.261808917197454
Wednesday,Afternoon,NORTH EASTERN REGION,Clear,0.926319100416765,0.8051850642084188
Wednesday,Afternoon,NORTH EASTERN REGION,Not clear,0.9604076433121024,0.6602802547770704
Wednesday,Afternoon,NORTHERN REGION,Clear,1.0189510104584416,0.8621893165417581
Wednesday,Afternoon,NORTHERN REGION,Not clear,1.0204331210191089,0.9604076433121024
Wednesday,Afternoon,SOUTH WESTERN REGION,Clear,1.3039722721251383,1.0332020735417764
Wednesday,Afternoon,SOUTH WESTERN REGION,Not clear,1.1404840764331217,0.7203057324840768
Wednesday,Afternoon,WESTERN REGION,Clear,0.6983020910834074,0.5415403971667242
Wednesday,Afternoon,WESTERN REGION,Not clear,1.200509554140128,1.0204331210191089
Wednesday,Evening,EASTERN REGION,Clear,0.2693794676383056,0.22793647261702782
Wednesday,Evening,EASTERN REGION,Not clear,0.32725675378871055,0.32725675378871055
Wednesday,Evening,METROPOLITAN NORTH WEST REGION,Clear,2.5832800229929815,2.155035741106445
Wednesday,Evening,METROPOLITAN NORTH WEST REGION,Not clear,5.072479683725014,3.9270810454645266
Wednesday,Evening,METROPOLITAN SOUTH EAST REGION,Clear,2.880288153978806,2.4658582037660284
Wednesday,Evening,METROPOLITAN SOUTH EAST REGION,Not clear,4.9906654952778355,4.254337799253237
Wednesday,Evening,NORTH EASTERN REGION,Clear,0.24175080429078705,0.20721497510638892
Wednesday,Evening,NORTH EASTERN REGION,Not clear,0.16362837689435528,0.16362837689435528
Wednesday,Evening,NORTHERN REGION,Clear,0.4765944427446945,0.3798941210283797
Wednesday,Evening,NORTHERN REGION,Not clear,1.39084120360202,1.145398638260487
Wednesday,Evening,SOUTH WESTERN REGION,Clear,0.5525732669503705,0.4835016085815741
Wednesday,Evening,SOUTH WESTERN REGION,Not clear,1.4726553920491976,1.39084120360202
Wednesday,Evening,WESTERN REGION,Clear,0.32463679433334264,0.27628663347518523
Wednesday,Evening,WESTERN REGION,Not clear,1.145398638260487,0.9817702613661317
Wednesday,Morning,EASTERN REGION,Clear,0.7096087001832972,0.554636685200738
Wednesday,Morning,EASTERN REGION,Not clear,0.8721635292960856,0.7558750587232742
Wednesday,Morning,METROPOLITAN NORTH WEST REGION,Clear,4.54312696554134,3.637764141169547
Wednesday,Morning,METROPOLITAN NORTH WEST REGION,Not clear,2.2966972938130255,1.7443270585921713
Wednesday,Morning,METROPOLITAN SOUTH EAST REGION,Clear,4.844914573665271,4.029272389546539
Wednesday,Morning,METROPOLITAN SOUTH EAST REGION,Not clear,2.8781396466770826,2.3257694114562284
Wednesday,Morning,NORTH EASTERN REGION,Clear,0.5872623725654873,0.46491604494767746
Wednesday,Morning,NORTH EASTERN REGION,Not clear,0.26164905878882566,0.20350482350241997
Wednesday,Morning,NORTHERN REGION,Clear,0.7259215438656719,0.5872623725654873
Wednesday,Morning,NORTHERN REGION,Not clear,0.49422599993444843,0.4360817646480428
Wednesday,Morning,SOUTH WESTERN REGION,Clear,0.8074857622775451,0.6932958565009226
Wednesday,Morning,SOUTH WESTERN REGION,Not clear,0.40700964700483994,0.3779375293616371
Wednesday,Morning,WESTERN REGION,Clear,0.5464802633595507,0.4567596231064902
Wednesday,Morning,WESTERN REGION,Not clear,0.3488654117184342,0.29072117643202855
Wednesday,Night,EASTERN REGION,Clear,0.11142261287681068,0.11142261287681068
Wednesday,Night,EASTERN REGION,Not clear,0.19137379158718357,0.12758252772478904
Wednesday,Night,METROPOLITAN NORTH WEST REGION,Clear,0.7242469836992694,0.6764944353234934
Wednesday,Night,METROPOLITAN NORTH WEST REGION,Not clear,0.5741213747615507,0.5422257428303534
Wednesday,Night,METROPOLITAN SOUTH EAST REGION,Clear,0.6446594030729761,0.5809893385719413
Wednesday,Night,METROPOLITAN SOUTH EAST REGION,Not clear,0.8292864302111288,0.7654951663487343
Wednesday,Night,NORTH EASTERN REGION,Clear,0.08754633868892268,0.07958758062629334
Wednesday,Night,NORTH EASTERN REGION,Not clear,0.12758252772478904,0.09568689579359178
Wednesday,Night,NORTHERN REGION,Clear,0.11938137093944001,0.11142261287681068
Wednesday,Night,NORTHERN REGION,Not clear,0.15947815965598627,0.15947815965598627
Wednesday,Night,SOUTH WESTERN REGION,Clear,0.17509267737784537,0.15121640318995735
Wednesday,Night,SOUTH WESTERN REGION,Not clear,0.15947815965598627,0.09568689579359178
Wednesday,Night,WESTERN REGION,Clear,0.08754633868892268,0.08754633868892268
Wednesday,Night,WESTERN REGION,Not clear,0.15947815965598627,0.15947815965598627
