day,hour_bin,lga,sky,scaled_ambulance,scaled_police
Monday,Morning,GANNAWARRA,Not clear,0.0049739454302175565,0.0
Monday,Morning,GEELONG,Clear,0.08651984192523762,0.06419214078324081
Monday,Morning,GEELONG,Not clear,0.034817618011522895,0.009947890860435113
Monday,Morning,GLEN EIRA,Clear,0.04605088360536841,0.03628251435574481
Monday,Morning,GLEN EIRA,Not clear,0.019895781720870226,0.019895781720870226
Monday,Morning,GLENELG,Clear,0.008372887928248801,0.008372887928248801
Monday,Morning,GLENELG,Not clear,0.009947890860435113,0.009947890860435113
Monday,Morning,GOLDEN PLAINS,Clear,0.013954813213748004,0.012559331892373203
Monday,Morning,GOLDEN PLAINS,Not clear,0.01492183629065267,0.01492183629065267
Monday,Morning,HEPBURN,Clear,0.005581925285499201,0.005581925285499201
Monday,Morning,HEPBURN,Not clear,0.0049739454302175565,0.0049739454302175565
Monday,Morning,HINDMARSH,Clear,0.0027909626427496006,0.0013954813213748003
Monday,Morning,HINDMARSH,Not clear,0.0049739454302175565,0.0049739454302175565
Monday,Morning,HOBSONS BAY,Clear,0.025118663784746406,0.020932219820622006
Monday,Morning,HOBSONS BAY,Not clear,0.01492183629065267,0.01492183629065267
Monday,Morning,HORSHAM,Clear,0.013954813213748004,0.009768369249623602
Monday,Morning,HUME,Clear,0.05163280889086761,0.048841846248118014
Monday,Morning,HUME,Not clear,0.02984367258130534,0.024869727151087782
Monday,Morning,INDIGO,Clear,0.005581925285499201,0.004186443964124401
Monday,Morning,INDIGO,Not clear,0.009947890860435113,0.009947890860435113
Monday,Morning,KINGSTON,Clear,0.06419214078324081,0.05163280889086761
Monday,Morning,KINGSTON,Not clear,0.019895781720870226,0.019895781720870226
Monday,Morning,KNOX,Clear,0.06000569681911642,0.04325992096261881
Monday,Morning,KNOX,Not clear,0.02984367258130534,0.024869727151087782
Monday,Morning,LATROBE,Clear,0.03209607039162041,0.029305107748870806
Monday,Morning,LATROBE,Not clear,0.024869727151087782,0.009947890860435113
Monday,Morning,LODDON,Clear,0.006977406606874002,0.004186443964124401
Monday,Morning,MACEDON RANGES,Clear,0.018141257177872405,0.015350294535122804
Monday,Morning,MACEDON RANGES,Not clear,0.009947890860435113,0.009947890860435113
Monday,Morning,MANNINGHAM,Clear,0.03209607039162041,0.025118663784746406
Monday,Morning,MANNINGHAM,Not clear,0.009947890860435113,0.009947890860435113
Monday,Morning,MANSFIELD,Clear,0.004186443964124401,0.004186443964124401
Monday,Morning,MANSFIELD,Not clear,0.0049739454302175565,0.0049739454302175565
Monday,Morning,MARIBYRNONG,Clear,0.025118663784746406,0.018141257177872405
Monday,Morning,MAROONDAH,Clear,0.023723182463371607,0.019536738499247204
Monday,Morning,MAROONDAH,Not clear,0.01492183629065267,0.0049739454302175565
Monday,Morning,MELBOURNE,Clear,0.13675716949473044,0.09907917381761082
Monday,Morning,MELBOURNE,Not clear,0.049739454302175565,0.02984367258130534
Monday,Morning,MELTON,Clear,0.027909626427496007,0.025118663784746406
Monday,Morning,MELTON,Not clear,0.019895781720870226,0.01492183629065267
Monday,Morning,MILDURA,Clear,0.027909626427496007,0.027909626427496007
Monday,Morning,MITCHELL,Clear,0.009768369249623602,0.006977406606874002
Monday,Morning,MOIRA,Clear,0.008372887928248801,0.006977406606874002
Monday,Morning,MOIRA,Not clear,0.0049739454302175565,0.0049739454302175565
Monday,Morning,MONASH,Clear,0.055819252854992014,0.04605088360536841
Monday,Morning,MONASH,Not clear,0.02984367258130534,0.019895781720870226
Monday,Morning,MOONEE VALLEY,Clear,0.03767799567711961,0.029305107748870806
Monday,Morning,MOONEE VALLEY,Not clear,0.01492183629065267,0.01492183629065267
Monday,Morning,MOORABOOL,Clear,0.009768369249623602,0.006977406606874002
Monday,Morning,MOORABOOL,Not clear,0.019895781720870226,0.01492183629065267
Monday,Morning,MORELAND,Clear,0.05302829021224241,0.04046895831986921
Monday,Morning,MORELAND,Not clear,0.024869727151087782,0.019895781720870226
Monday,Morning,MORNINGTON PENINSULA,Clear,0.04325992096261881,0.03488703303437001
Monday,Morning,MORNINGTON PENINSULA,Not clear,0.01492183629065267,0.009947890860435113
Monday,Morning,MOUNT ALEXANDER,Clear,0.0027909626427496006,0.0013954813213748003
Monday,Morning,MOYNE,Clear,0.006977406606874002,0.004186443964124401
Monday,Morning,MURRINDINDI,Clear,0.015350294535122804,0.012559331892373203
Monday,Morning,MURRINDINDI,Not clear,0.009947890860435113,0.0049739454302175565
Monday,Morning,NILLUMBIK,Clear,0.008372887928248801,0.008372887928248801
Monday,Morning,NILLUMBIK,Not clear,0.01492183629065267,0.0049739454302175565
Monday,Morning,NORTHERN GRAMPIANS,Clear,0.0013954813213748003,0.0013954813213748003
Monday,Morning,NORTHERN GRAMPIANS,Not clear,0.019895781720870226,0.01492183629065267
Monday,Morning,PORT PHILLIP,Clear,0.048841846248118014,0.03070058907024561
Monday,Morning,PYRENEES,Clear,0.005581925285499201,0.004186443964124401
Monday,Morning,SHEPPARTON,Clear,0.03209607039162041,0.03209607039162041
Monday,Morning,SHEPPARTON,Not clear,0.01492183629065267,0.01492183629065267
Monday,Morning,SOUTH GIPPSLAND,Clear,0.015350294535122804,0.011163850570998403
Monday,Morning,SOUTH GIPPSLAND,Not clear,0.01492183629065267,0.01492183629065267
Monday,Morning,SOUTHERN GRAMPIANS,Clear,0.004186443964124401,0.0027909626427496006
Monday,Morning,STONNINGTON,Clear,0.04325992096261881,0.027909626427496007
Monday,Morning,STONNINGTON,Not clear,0.024869727151087782,0.01492183629065267
Monday,Morning,STRATHBOGIE,Clear,0.006977406606874002,0.006977406606874002
Monday,Morning,SURF COAST,Clear,0.013954813213748004,0.009768369249623602
Monday,Morning,SURF COAST,Not clear,0.009947890860435113,0.0049739454302175565
Monday,Morning,SWAN HILL,Clear,0.006977406606874002,0.005581925285499201
Monday,Morning,SWAN HILL,Not clear,0.0049739454302175565,0.0049739454302175565
Monday,Morning,TOWONG,Clear,0.004186443964124401,0.004186443964124401
Monday,Morning,WANGARATTA,Clear,0.006977406606874002,0.005581925285499201
Monday,Morning,WARRNAMBOOL,Clear,0.015350294535122804,0.012559331892373203
Monday,Morning,WELLINGTON,Clear,0.020932219820622006,0.018141257177872405
Monday,Morning,WELLINGTON,Not clear,0.02984367258130534,0.024869727151087782
Monday,Morning,WEST WIMMERA,Clear,0.0013954813213748003,0.0
Monday,Morning,WEST WIMMERA,Not clear,0.0049739454302175565,0.0049739454302175565
Monday,Morning,WHITEHORSE,Clear,0.03907347699849441,0.03488703303437001
Monday,Morning,WHITEHORSE,Not clear,0.01492183629065267,0.01492183629065267
Monday,Morning,WHITTLESEA,Clear,0.054423771533617216,0.04605088360536841
Monday,Morning,WHITTLESEA,Not clear,0.01492183629065267,0.009947890860435113
Monday,Morning,WODONGA,Clear,0.011163850570998403,0.009768369249623602
Monday,Morning,WYNDHAM,Clear,0.03767799567711961,0.03628251435574481
Monday,Morning,WYNDHAM,Not clear,0.0049739454302175565,0.0049739454302175565
Monday,Morning,YARRA,Clear,0.05023732756949281,0.03488703303437001
Monday,Morning,YARRA,Not clear,0.019895781720870226,0.01492183629065267
Monday,Morning,YARRA RANGES,Clear,0.055819252854992014,0.04465540228399361
Monday,Morning,YARRA RANGES,Not clear,0.04476550887195801,0.04476550887195801
Monday,Morning,YARRIAMBIACK,Clear,0.0027909626427496006,0.0027909626427496006
Monday,Night,ARARAT,Clear,0.0012719483731005517,0.0012719483731005517
Monday,Night,BALLARAT,Clear,0.00763169023860331,0.00763169023860331
Monday,Night,BANYULE,Clear,0.003815845119301655,0.003815845119301655
Monday,Night,BANYULE,Not clear,0.01019495675698361,0.01019495675698361
Monday,Night,BASS COAST,Clear,0.0025438967462011034,0.0012719483731005517
Monday,Night,BAYSIDE,Clear,0.008903638611703861,0.00763169023860331
Monday,Night,BENALLA,Not clear,0.005097478378491805,0.005097478378491805
Monday,Night,BENDIGO,Clear,0.006359741865502758,0.0025438967462011034
Monday,Night,BENDIGO,Not clear,0.01019495675698361,0.01019495675698361
Monday,Night,BOROONDARA,Clear,0.00763169023860331,0.005087793492402207
Monday,Night,BRIMBANK,Clear,0.01526338047720662,0.013991432104106067
Monday,Night,BULOKE,Clear,0.0012719483731005517,0.0012719483731005517
Monday,Night,CAMPASPE,Clear,0.0025438967462011034,0.0025438967462011034
Monday,Night,CAMPASPE,Not clear,0.015292435135475416,0.01019495675698361
Monday,Night,CARDINIA,Clear,0.00763169023860331,0.00763169023860331
Monday,Night,CARDINIA,Not clear,0.01019495675698361,0.005097478378491805
Monday,Night,CASEY,Clear,0.006359741865502758,0.005087793492402207
Monday,Night,CASEY,Not clear,0.01019495675698361,0.01019495675698361
Monday,Night,COLAC OTWAY,Not clear,0.01019495675698361,0.01019495675698361
Monday,Night,CORANGAMITE,Clear,0.0012719483731005517,0.0012719483731005517
Monday,Night,CORANGAMITE,Not clear,0.01019495675698361,0.01019495675698361
Monday,Night,DANDENONG,Clear,0.011447535357904964,0.00763169023860331
Monday,Night,DANDENONG,Not clear,0.005097478378491805,0.005097478378491805
Monday,Night,DAREBIN,Clear,0.011447535357904964,0.008903638611703861
Monday,Night,EAST GIPPSLAND,Clear,0.003815845119301655,0.003815845119301655
Monday,Night,EAST GIPPSLAND,Not clear,0.005097478378491805,0.005097478378491805
Monday,Night,FRANKSTON,Clear,0.006359741865502758,0.006359741865502758
Monday,Night,FRANKSTON,Not clear,0.005097478378491805,0.005097478378491805
Monday,Night,GEELONG,Clear,0.008903638611703861,0.008903638611703861
Monday,Night,GEELONG,Not clear,0.005097478378491805,0.005097478378491805
Monday,Night,GLEN EIRA,Not clear,0.015292435135475416,0.015292435135475416
Monday,Night,HOBSONS BAY,Clear,0.0025438967462011034,0.0025438967462011034
Monday,Night,HUME,Clear,0.01653532885030717,0.01526338047720662
Monday,Night,HUME,Not clear,0.005097478378491805,0.005097478378491805
Monday,Night,INDIGO,Clear,0.0025438967462011034,0.0025438967462011034
Monday,Night,KINGSTON,Clear,0.010175586984804414,0.008903638611703861
Monday,Night,KNOX,Clear,0.003815845119301655,0.003815845119301655
Monday,Night,KNOX,Not clear,0.01019495675698361,0.01019495675698361
Monday,Night,LATROBE,Clear,0.0012719483731005517,0.0012719483731005517
Monday,Night,LATROBE,Not clear,0.005097478378491805,0.0
Monday,Night,LODDON,Clear,0.0025438967462011034,0.0025438967462011034
Monday,Night,MACEDON RANGES,Clear,0.0012719483731005517,0.0012719483731005517
Monday,Night,MACEDON RANGES,Not clear,0.01019495675698361,0.01019495675698361
Monday,Night,MANNINGHAM,Clear,0.003815845119301655,0.003815845119301655
Monday,Night,MANSFIELD,Clear,0.0012719483731005517,0.0012719483731005517
Monday,Night,MARIBYRNONG,Clear,0.006359741865502758,0.006359741865502758
Monday,Night,MARIBYRNONG,Not clear,0.005097478378491805,0.005097478378491805
Monday,Night,MAROONDAH,Clear,0.005087793492402207,0.005087793492402207
Monday,Night,MAROONDAH,Not clear,0.015292435135475416,0.015292435135475416
Monday,Night,MELBOURNE,Clear,0.013991432104106067,0.011447535357904964
Monday,Night,MELBOURNE,Not clear,0.005097478378491805,0.005097478378491805
Monday,Night,MELTON,Clear,0.010175586984804414,0.010175586984804414
Monday,Night,MELTON,Not clear,0.01019495675698361,0.01019495675698361
Monday,Night,MILDURA,Clear,0.003815845119301655,0.003815845119301655
Monday,Night,MITCHELL,Clear,0.005087793492402207,0.005087793492402207
Monday,Night,MOIRA,Clear,0.003815845119301655,0.003815845119301655
Monday,Night,MONASH,Clear,0.006359741865502758,0.006359741865502758
Monday,Night,MONASH,Not clear,0.005097478378491805,0.005097478378491805
Monday,Night,MOONEE VALLEY,Clear,0.005087793492402207,0.003815845119301655
Monday,Night,MOORABOOL,Clear,0.006359741865502758,0.005087793492402207
Monday,Night,MOORABOOL,Not clear,0.01019495675698361,0.005097478378491805
Monday,Night,MORELAND,Clear,0.010175586984804414,0.008903638611703861
Monday,Night,MORNINGTON PENINSULA,Clear,0.003815845119301655,0.003815845119301655
Monday,Night,MORNINGTON PENINSULA,Not clear,0.01019495675698361,0.01019495675698361
Monday,Night,MOUNT ALEXANDER,Clear,0.0025438967462011034,0.0025438967462011034
Monday,Night,MURRINDINDI,Clear,0.0025438967462011034,0.0025438967462011034
Monday,Night,NILLUMBIK,Clear,0.0012719483731005517,0.0012719483731005517
Monday,Night,NILLUMBIK,Not clear,0.005097478378491805,0.005097478378491805
Monday,Night,NORTHERN GRAMPIANS,Clear,0.0025438967462011034,0.0025438967462011034
Monday,Night,PORT PHILLIP,Clear,0.005087793492402207,0.003815845119301655
Monday,Night,PYRENEES,Clear,0.0012719483731005517,0.0012719483731005517
Monday,Night,PYRENEES,Not clear,0.005097478378491805,0.005097478378491805
Monday,Night,SHEPPARTON,Clear,0.003815845119301655,0.003815845119301655
Monday,Night,SHEPPARTON,Not clear,0.005097478378491805,0.005097478378491805
Monday,Night,SOUTHERN GRAMPIANS,Clear,0.0025438967462011034,0.0025438967462011034
Monday,Night,SOUTHERN GRAMPIANS,Not clear,0.005097478378491805,0.005097478378491805
Monday,Night,STONNINGTON,Clear,0.006359741865502758,0.005087793492402207
Monday,Night,STRATHBOGIE,Clear,0.0012719483731005517,0.0012719483731005517
Monday,Night,SWAN HILL,Not clear,0.005097478378491805,0.005097478378491805
Monday,Night,WANGARATTA,Clear,0.0012719483731005517,0.0012719483731005517
Monday,Night,WANGARATTA,Not clear,0.005097478378491805,0.005097478378491805
Monday,Night,WARRNAMBOOL,Clear,0.0012719483731005517,0.0012719483731005517
Monday,Night,WELLINGTON,Clear,0.003815845119301655,0.0025438967462011034
Monday,Night,WHITEHORSE,Clear,0.0012719483731005517,0.0012719483731005517
Monday,Night,WHITTLESEA,Clear,0.013991432104106067,0.013991432104106067
Monday,Night,WODONGA,Clear,0.0012719483731005517,0.0012719483731005517
Monday,Night,WYNDHAM,Clear,0.00763169023860331,0.00763169023860331
Monday,Night,YARRA,Clear,0.008903638611703861,0.00763169023860331
Monday,Night,YARRA,Not clear,0.015292435135475416,0.015292435135475416
Monday,Night,YARRA RANGES,Clear,0.00763169023860331,0.006359741865502758
Monday,Night,YARRA RANGES,Not clear,0.02548739189245903,0.015292435135475416
Saturday,Afternoon,(LAKE MOUNTAIN),Clear,0.002027618872535766,0.0
Saturday,Afternoon,(MOUNT BAW BAW),Not clear,0.005693553794080435,0.005693553794080435
Saturday,Afternoon,(MOUNT BULLER),Clear,0.0006758729575119221,0.0
Saturday,Afternoon,(MOUNT HOTHAM),Clear,0.0013517459150238441,0.0013517459150238441
Saturday,Afternoon,ALPINE,Clear,0.009462221405166909,0.00675872957511922
Saturday,Afternoon,ALPINE,Not clear,0.005693553794080435,0.0
Saturday,Afternoon,ARARAT,Clear,0.0054069836600953766,0.00337936478755961
Saturday,Afternoon,BALLARAT,Clear,0.029062537173012645,0.025007299427941117
Saturday,Afternoon,BALLARAT,Not clear,0.028467768970402173,0.02277421517632174
Saturday,Afternoon,BANYULE,Clear,0.018924442810333817,0.01689682393779805
Saturday,Afternoon,BANYULE,Not clear,0.01138710758816087,0.01138710758816087
Saturday,Afternoon,BASS COAST,Clear,0.012841586192726519,0.010138094362678832
Saturday,Afternoon,BASS COAST,Not clear,0.005693553794080435,0.005693553794080435
Saturday,Afternoon,BAW BAW,Clear,0.027710791257988802,0.018248569852821896
Saturday,Afternoon,BAW BAW,Not clear,0.051241984146723915,0.01138710758816087
Saturday,Afternoon,BAYSIDE,Clear,0.01689682393779805,0.014193332107750362
Saturday,Afternoon,BAYSIDE,Not clear,0.005693553794080435,0.005693553794080435
Saturday,Afternoon,BENALLA,Clear,0.00675872957511922,0.0054069836600953766
Saturday,Afternoon,BENDIGO,Clear,0.03311777491808418,0.025683172385453038
Saturday,Afternoon,BENDIGO,Not clear,0.01138710758816087,0.01138710758816087
Saturday,Afternoon,BOROONDARA,Clear,0.028386664215500724,0.025007299427941117
Saturday,Afternoon,BOROONDARA,Not clear,0.0341613227644826,0.0341613227644826
Saturday,Afternoon,BRIMBANK,Clear,0.04393174223827493,0.037173012663155716
Saturday,Afternoon,BRIMBANK,Not clear,0.01138710758816087,0.01138710758816087
Saturday,Afternoon,BULOKE,Clear,0.0027034918300476883,0.0013517459150238441
Saturday,Afternoon,BULOKE,Not clear,0.005693553794080435,0.0
Saturday,Afternoon,CAMPASPE,Clear,0.009462221405166909,0.00675872957511922
Saturday,Afternoon,CARDINIA,Clear,0.029062537173012645,0.025007299427941117
Saturday,Afternoon,CARDINIA,Not clear,0.03985487655856304,0.0341613227644826
Saturday,Afternoon,CASEY,Clear,0.06623554983616836,0.052042217728417994
Saturday,Afternoon,CASEY,Not clear,0.07401619932304565,0.0683226455289652
Saturday,Afternoon,CENTRAL GOLDFIELDS,Clear,0.002027618872535766,0.002027618872535766
Saturday,Afternoon,COLAC OTWAY,Clear,0.018924442810333817,0.012165713235214598
Saturday,Afternoon,COLAC OTWAY,Not clear,0.0170806613822413,0.01138710758816087
Saturday,Afternoon,CORANGAMITE,Clear,0.004731110702583454,0.004055237745071532
Saturday,Afternoon,CORANGAMITE,Not clear,0.01138710758816087,0.005693553794080435
Saturday,Afternoon,DANDENONG,Clear,0.04866285294085839,0.04055237745071533
Saturday,Afternoon,DANDENONG,Not clear,0.028467768970402173,0.028467768970402173
Saturday,Afternoon,DAREBIN,Clear,0.03176602900306034,0.023655553512917274
Saturday,Afternoon,DAREBIN,Not clear,0.028467768970402173,0.028467768970402173
Saturday,Afternoon,EAST GIPPSLAND,Clear,0.02703491830047688,0.025007299427941117
Saturday,Afternoon,EAST GIPPSLAND,Not clear,0.028467768970402173,0.02277421517632174
Saturday,Afternoon,FRANKSTON,Clear,0.02703491830047688,0.021627934640381506
Saturday,Afternoon,FRANKSTON,Not clear,0.005693553794080435,0.005693553794080435
Saturday,Afternoon,GANNAWARRA,Clear,0.002027618872535766,0.002027618872535766
Saturday,Afternoon,GANNAWARRA,Not clear,0.005693553794080435,0.0
Saturday,Afternoon,GEELONG,Clear,0.06691142279368029,0.055421582515977605
Saturday,Afternoon,GEELONG,Not clear,0.0341613227644826,0.0341613227644826
Saturday,Afternoon,GLEN EIRA,Clear,0.025007299427941117,0.021627934640381506
Saturday,Afternoon,GLEN EIRA,Not clear,0.01138710758816087,0.01138710758816087
Saturday,Afternoon,GLENELG,Clear,0.00337936478755961,0.00337936478755961
Saturday,Afternoon,GLENELG,Not clear,0.005693553794080435,0.005693553794080435
Saturday,Afternoon,GOLDEN PLAINS,Clear,0.008786348447654985,0.0054069836600953766
Saturday,Afternoon,GOLDEN PLAINS,Not clear,0.005693553794080435,0.005693553794080435
Saturday,Afternoon,HEPBURN,Clear,0.004731110702583454,0.004055237745071532
Saturday,Afternoon,HINDMARSH,Clear,0.0013517459150238441,0.0013517459150238441
Saturday,Afternoon,HOBSONS BAY,Clear,0.01960031576784574,0.014193332107750362
Saturday,Afternoon,HOBSONS BAY,Not clear,0.028467768970402173,0.02277421517632174
Saturday,Afternoon,HORSHAM,Clear,0.002027618872535766,0.002027618872535766
Saturday,Afternoon,HUME,Clear,0.032441901960572256,0.025683172385453038
Saturday,Afternoon,HUME,Not clear,0.04554843035264348,0.028467768970402173
Saturday,Afternoon,INDIGO,Clear,0.006082856617607299,0.00337936478755961
Saturday,Afternoon,INDIGO,Not clear,0.0170806613822413,0.01138710758816087
Saturday,Afternoon,KINGSTON,Clear,0.04190412336573917,0.0337936478755961
Saturday,Afternoon,KINGSTON,Not clear,0.0341613227644826,0.02277421517632174
Saturday,Afternoon,KNOX,Clear,0.024331426470429195,0.021627934640381506
Saturday,Afternoon,KNOX,Not clear,0.01138710758816087,0.01138710758816087
Saturday,Afternoon,LATROBE,Clear,0.011489840277702675,0.008786348447654985
Saturday,Afternoon,LATROBE,Not clear,0.01138710758816087,0.01138710758816087
Saturday,Afternoon,LODDON,Clear,0.0027034918300476883,0.0027034918300476883
Saturday,Afternoon,MACEDON RANGES,Clear,0.016220950980286128,0.014193332107750362
Saturday,Afternoon,MACEDON RANGES,Not clear,0.0170806613822413,0.0170806613822413
Saturday,Afternoon,MANNINGHAM,Clear,0.015545078022774208,0.01351745915023844
Saturday,Afternoon,MANNINGHAM,Not clear,0.0170806613822413,0.0170806613822413
Saturday,Afternoon,MANSFIELD,Clear,0.012841586192726519,0.007434602532631143
Saturday,Afternoon,MANSFIELD,Not clear,0.01138710758816087,0.005693553794080435
Saturday,Afternoon,MARIBYRNONG,Clear,0.022303807597893428,0.018248569852821896
Saturday,Afternoon,MARIBYRNONG,Not clear,0.01138710758816087,0.01138710758816087
Saturday,Afternoon,MAROONDAH,Clear,0.01960031576784574,0.01351745915023844
Saturday,Afternoon,MAROONDAH,Not clear,0.02277421517632174,0.02277421517632174
Saturday,Afternoon,MELBOURNE,Clear,0.07164253349626375,0.05339396364344184
Saturday,Afternoon,MELBOURNE,Not clear,0.0170806613822413,0.0170806613822413
Saturday,Afternoon,MELTON,Clear,0.02635904534296496,0.025007299427941117
Saturday,Afternoon,MELTON,Not clear,0.02277421517632174,0.01138710758816087
Saturday,Afternoon,MILDURA,Clear,0.008786348447654985,0.00675872957511922
Saturday,Afternoon,MITCHELL,Clear,0.020276188725357663,0.014193332107750362
Saturday,Afternoon,MITCHELL,Not clear,0.02277421517632174,0.02277421517632174
Saturday,Afternoon,MOIRA,Clear,0.010138094362678832,0.008110475490143064
Saturday,Afternoon,MONASH,Clear,0.03311777491808418,0.025007299427941117
Saturday,Afternoon,MONASH,Not clear,0.051241984146723915,0.051241984146723915
Saturday,Afternoon,MOONEE VALLEY,Clear,0.02635904534296496,0.01757269689530997
Saturday,Afternoon,MOONEE VALLEY,Not clear,0.005693553794080435,0.005693553794080435
Saturday,Afternoon,MOORABOOL,Clear,0.01351745915023844,0.008786348447654985
Saturday,Afternoon,MOORABOOL,Not clear,0.01138710758816087,0.005693553794080435
Saturday,Afternoon,MORELAND,Clear,0.032441901960572256,0.02297968055540535
Saturday,Afternoon,MORELAND,Not clear,0.056935537940804345,0.056935537940804345
Saturday,Afternoon,MORNINGTON PENINSULA,Clear,0.041228250408227245,0.037848885620667634
Saturday,Afternoon,MORNINGTON PENINSULA,Not clear,0.005693553794080435,0.005693553794080435
Saturday,Afternoon,MOUNT ALEXANDER,Clear,0.004055237745071532,0.00337936478755961
Saturday,Afternoon,MOUNT ALEXANDER,Not clear,0.005693553794080435,0.0
Saturday,Afternoon,MOYNE,Clear,0.00337936478755961,0.00337936478755961
Saturday,Afternoon,MOYNE,Not clear,0.005693553794080435,0.005693553794080435
Saturday,Afternoon,MURRINDINDI,Clear,0.01757269689530997,0.00675872957511922
Saturday,Afternoon,MURRINDINDI,Not clear,0.01138710758816087,0.005693553794080435
Saturday,Afternoon,NILLUMBIK,Clear,0.015545078022774208,0.010138094362678832
Saturday,Afternoon,NILLUMBIK,Not clear,0.01138710758816087,0.01138710758816087
Saturday,Afternoon,NORTHERN GRAMPIANS,Clear,0.007434602532631143,0.0054069836600953766
Saturday,Afternoon,NORTHERN GRAMPIANS,Not clear,0.005693553794080435,0.005693553794080435
Saturday,Afternoon,PORT PHILLIP,Clear,0.021627934640381506,0.01757269689530997
Saturday,Afternoon,PYRENEES,Clear,0.004731110702583454,0.004055237745071532
Saturday,Afternoon,PYRENEES,Not clear,0.005693553794080435,0.005693553794080435
Saturday,Afternoon,SHEPPARTON,Clear,0.01757269689530997,0.014869205065262287
Saturday,Afternoon,SHEPPARTON,Not clear,0.0170806613822413,0.0170806613822413
Saturday,Afternoon,SOUTH GIPPSLAND,Clear,0.010138094362678832,0.009462221405166909
Saturday,Afternoon,SOUTH GIPPSLAND,Not clear,0.01138710758816087,0.01138710758816087
Saturday,Afternoon,SOUTHERN GRAMPIANS,Clear,0.0054069836600953766,0.004731110702583454
Saturday,Afternoon,SOUTHERN GRAMPIANS,Not clear,0.01138710758816087,0.01138710758816087
Saturday,Afternoon,STONNINGTON,Clear,0.01960031576784574,0.009462221405166909
Saturday,Afternoon,STONNINGTON,Not clear,0.01138710758816087,0.0
Saturday,Afternoon,STRATHBOGIE,Clear,0.00675872957511922,0.006082856617607299
Saturday,Afternoon,SURF COAST,Clear,0.011489840277702675,0.00675872957511922
Saturday,Afternoon,SURF COAST,Not clear,0.01138710758816087,0.005693553794080435
Saturday,Afternoon,SWAN HILL,Clear,0.002027618872535766,0.002027618872535766
Saturday,Afternoon,TOWONG,Clear,0.007434602532631143,0.004055237745071532
Saturday,Afternoon,TOWONG,Not clear,0.01138710758816087,0.005693553794080435
Saturday,Afternoon,WANGARATTA,Clear,0.0054069836600953766,0.004055237745071532
Saturday,Afternoon,WANGARATTA,Not clear,0.005693553794080435,0.005693553794080435
Saturday,Afternoon,WARRNAMBOOL,Clear,0.007434602532631143,0.0054069836600953766
Saturday,Afternoon,WARRNAMBOOL,Not clear,0.005693553794080435,0.005693553794080435
Saturday,Afternoon,WELLINGTON,Clear,0.020276188725357663,0.014869205065262287
Saturday,Afternoon,WELLINGTON,Not clear,0.005693553794080435,0.005693553794080435
Saturday,Afternoon,WEST WIMMERA,Clear,0.0013517459150238441,0.0013517459150238441
Saturday,Afternoon,WHITEHORSE,Clear,0.029062537173012645,0.021627934640381506
Saturday,Afternoon,WHITEHORSE,Not clear,0.02277421517632174,0.0170806613822413
Saturday,Afternoon,WHITTLESEA,Clear,0.029738410130524574,0.023655553512917274
Saturday,Afternoon,WHITTLESEA,Not clear,0.0341613227644826,0.028467768970402173
Saturday,Afternoon,WODONGA,Clear,0.0054069836600953766,0.004731110702583454
Saturday,Afternoon,WODONGA,Not clear,0.005693553794080435,0.005693553794080435
Saturday,Afternoon,WYNDHAM,Clear,0.032441901960572256,0.025007299427941117
Saturday,Afternoon,WYNDHAM,Not clear,0.01138710758816087,0.01138710758816087
Saturday,Afternoon,YARRA,Clear,0.0337936478755961,0.023655553512917274
Saturday,Afternoon,YARRA,Not clear,0.0170806613822413,0.01138710758816087
Saturday,Afternoon,YARRA RANGES,Clear,0.044607615195786855,0.03176602900306034
Saturday,Afternoon,YARRA RANGES,Not clear,0.028467768970402173,0.0170806613822413
Saturday,Afternoon,YARRIAMBIACK,Clear,0.002027618872535766,0.0013517459150238441
Saturday,Evening,(MOUNT BULLER),Clear,0.0004958748343521569,0.0
Saturday,Evening,ARARAT,Clear,0.0009917496687043138,0.0009917496687043138
Saturday,Evening,BALLARAT,Clear,0.008925747018338825,0.008429872183986666
Saturday,Evening,BALLARAT,Not clear,0.0234942076689608,0.0234942076689608
Saturday,Evening,BANYULE,Clear,0.003471123840465098,0.0029752490061129414
Saturday,Evening,BANYULE,Not clear,0.017620655751720598,0.017620655751720598
Saturday,Evening,BASS COAST,Clear,0.004462873509169412,0.003966998674817255
Saturday,Evening,BAW BAW,Clear,0.003966998674817255,0.003471123840465098
Saturday,Evening,BAW BAW,Not clear,0.017620655751720598,0.0058735519172402
Saturday,Evening,BAYSIDE,Clear,0.004958748343521569,0.004462873509169412
Saturday,Evening,BAYSIDE,Not clear,0.0058735519172402,0.0058735519172402
Saturday,Evening,BENALLA,Clear,0.003966998674817255,0.003471123840465098
Saturday,Evening,BENDIGO,Clear,0.01438037019621255,0.009917496687043137
Saturday,Evening,BENDIGO,Not clear,0.029367759586200998,0.0234942076689608
Saturday,Evening,BOROONDARA,Clear,0.008429872183986666,0.006446372846578039
Saturday,Evening,BOROONDARA,Not clear,0.029367759586200998,0.0234942076689608
Saturday,Evening,BRIMBANK,Clear,0.013884495361860393,0.011405121190099609
Saturday,Evening,BRIMBANK,Not clear,0.029367759586200998,0.029367759586200998
Saturday,Evening,BULOKE,Clear,0.0009917496687043138,0.0009917496687043138
Saturday,Evening,CAMPASPE,Clear,0.003471123840465098,0.003471123840465098
