day,hour_bin,lga,sky,scaled_ambulance,scaled_police
Sunday,Afternoon,MOUNT ALEXANDER,Clear,0.00675872957511922,0.006082856617607299
Sunday,Afternoon,MOYNE,Clear,0.0027034918300476883,0.002027618872535766
Sunday,Afternoon,MOYNE,Not clear,0.005693553794080435,0.005693553794080435
Sunday,Afternoon,MURRINDINDI,Clear,0.029062537173012645,0.020952061682869585
Sunday,Afternoon,MURRINDINDI,Not clear,0.028467768970402173,0.01138710758816087
Sunday,Afternoon,NILLUMBIK,Clear,0.014869205065262287,0.009462221405166909
Sunday,Afternoon,NILLUMBIK,Not clear,0.01138710758816087,0.01138710758816087
Sunday,Afternoon,NORTHERN GRAMPIANS,Clear,0.008110475490143064,0.0054069836600953766
Sunday,Afternoon,NORTHERN GRAMPIANS,Not clear,0.005693553794080435,0.005693553794080435
Sunday,Afternoon,PORT PHILLIP,Clear,0.025007299427941117,0.020952061682869585
Sunday,Afternoon,PORT PHILLIP,Not clear,0.028467768970402173,0.0170806613822413
Sunday,Afternoon,PYRENEES,Clear,0.00337936478755961,0.0013517459150238441
Sunday,Afternoon,PYRENEES,Not clear,0.005693553794080435,0.005693553794080435
Sunday,Afternoon,SHEPPARTON,Clear,0.021627934640381506,0.020276188725357663
Sunday,Afternoon,SHEPPARTON,Not clear,0.01138710758816087,0.01138710758816087
Sunday,Afternoon,SOUTH GIPPSLAND,Clear,0.006082856617607299,0.004731110702583454
Sunday,Afternoon,SOUTH GIPPSLAND,Not clear,0.028467768970402173,0.028467768970402173
Sunday,Afternoon,SOUTHERN GRAMPIANS,Clear,0.0006758729575119221,0.0006758729575119221
Sunday,Afternoon,STONNINGTON,Clear,0.020952061682869585,0.012165713235214598
Sunday,Afternoon,STONNINGTON,Not clear,0.02277421517632174,0.02277421517632174
Sunday,Afternoon,STRATHBOGIE,Clear,0.002027618872535766,0.0013517459150238441
Sunday,Afternoon,STRATHBOGIE,Not clear,0.02277421517632174,0.02277421517632174
Sunday,Afternoon,SURF COAST,Clear,0.014193332107750362,0.009462221405166909
Sunday,Afternoon,SURF COAST,Not clear,0.02277421517632174,0.0170806613822413
Sunday,Afternoon,SWAN HILL,Clear,0.0054069836600953766,0.004731110702583454
Sunday,Afternoon,SWAN HILL,Not clear,0.005693553794080435,0.005693553794080435
Sunday,Afternoon,TOWONG,Clear,0.006082856617607299,0.0054069836600953766
Sunday,Afternoon,TOWONG,Not clear,0.005693553794080435,0.005693553794080435
Sunday,Afternoon,WANGARATTA,Clear,0.007434602532631143,0.006082856617607299
Sunday,Afternoon,WARRNAMBOOL,Clear,0.00337936478755961,0.0027034918300476883
Sunday,Afternoon,WARRNAMBOOL,Not clear,0.01138710758816087,0.01138710758816087
Sunday,Afternoon,WELLINGTON,Clear,0.018924442810333817,0.010138094362678832
Sunday,Afternoon,WELLINGTON,Not clear,0.0170806613822413,0.0170806613822413
Sunday,Afternoon,WEST WIMMERA,Clear,0.0006758729575119221,0.0006758729575119221
Sunday,Afternoon,WHITEHORSE,Clear,0.02703491830047688,0.021627934640381506
Sunday,Afternoon,WHITEHORSE,Not clear,0.028467768970402173,0.0170806613822413
Sunday,Afternoon,WHITTLESEA,Clear,0.032441901960572256,0.024331426470429195
Sunday,Afternoon,WHITTLESEA,Not clear,0.0341613227644826,0.0170806613822413
Sunday,Afternoon,WODONGA,Clear,0.004055237745071532,0.004055237745071532
Sunday,Afternoon,WODONGA,Not clear,0.02277421517632174,0.0170806613822413
Sunday,Afternoon,WYNDHAM,Clear,0.015545078022774208,0.01351745915023844
Sunday,Afternoon,WYNDHAM,Not clear,0.0170806613822413,0.0170806613822413
Sunday,Afternoon,YARRA,Clear,0.028386664215500724,0.018248569852821896
Sunday,Afternoon,YARRA,Not clear,0.005693553794080435,0.005693553794080435
Sunday,Afternoon,YARRA RANGES,Clear,0.05812507434602529,0.0459593611108107
Sunday,Afternoon,YARRA RANGES,Not clear,0.09679041449936739,0.07970975311712608
Sunday,Evening,ALPINE,Clear,0.0014876245030564707,0.0014876245030564707
Sunday,Evening,ARARAT,Clear,0.0009917496687043138,0.0009917496687043138
Sunday,Evening,BALLARAT,Clear,0.007438122515282354,0.007438122515282354
Sunday,Evening,BALLARAT,Not clear,0.0234942076689608,0.017620655751720598
Sunday,Evening,BANYULE,Clear,0.006942247680930196,0.006446372846578039
Sunday,Evening,BANYULE,Not clear,0.0117471038344804,0.0
Sunday,Evening,BASS COAST,Clear,0.0019834993374086276,0.0014876245030564707
Sunday,Evening,BASS COAST,Not clear,0.0058735519172402,0.0
Sunday,Evening,BAW BAW,Clear,0.004462873509169412,0.003471123840465098
Sunday,Evening,BAW BAW,Not clear,0.0058735519172402,0.0
Sunday,Evening,BAYSIDE,Clear,0.003471123840465098,0.003471123840465098
Sunday,Evening,BENALLA,Clear,0.003966998674817255,0.003966998674817255
Sunday,Evening,BENDIGO,Clear,0.008429872183986666,0.006942247680930196
Sunday,Evening,BENDIGO,Not clear,0.0117471038344804,0.0058735519172402
Sunday,Evening,BOROONDARA,Clear,0.009421621852690982,0.00793399734963451
Sunday,Evening,BOROONDARA,Not clear,0.0117471038344804,0.0058735519172402
Sunday,Evening,BRIMBANK,Clear,0.01586799469926902,0.013884495361860393
Sunday,Evening,BRIMBANK,Not clear,0.035241311503441196,0.029367759586200998
Sunday,Evening,BULOKE,Clear,0.0004958748343521569,0.0004958748343521569
Sunday,Evening,CAMPASPE,Clear,0.0029752490061129414,0.0029752490061129414
Sunday,Evening,CAMPASPE,Not clear,0.0058735519172402,0.0058735519172402
Sunday,Evening,CARDINIA,Clear,0.005950498012225883,0.005454623177873726
Sunday,Evening,CARDINIA,Not clear,0.017620655751720598,0.0117471038344804
Sunday,Evening,CASEY,Clear,0.02231436754584706,0.018843243705381964
Sunday,Evening,CASEY,Not clear,0.0411148634206814,0.035241311503441196
Sunday,Evening,CENTRAL GOLDFIELDS,Clear,0.0004958748343521569,0.0004958748343521569
Sunday,Evening,COLAC OTWAY,Clear,0.0019834993374086276,0.0019834993374086276
Sunday,Evening,CORANGAMITE,Clear,0.0019834993374086276,0.0014876245030564707
Sunday,Evening,DANDENONG,Clear,0.016363869533621178,0.01438037019621255
Sunday,Evening,DANDENONG,Not clear,0.0117471038344804,0.0117471038344804
Sunday,Evening,DAREBIN,Clear,0.012396870858803921,0.011900996024451766
Sunday,Evening,DAREBIN,Not clear,0.017620655751720598,0.017620655751720598
Sunday,Evening,EAST GIPPSLAND,Clear,0.0029752490061129414,0.0024793741717607843
Sunday,Evening,EAST GIPPSLAND,Not clear,0.0058735519172402,0.0058735519172402
Sunday,Evening,FRANKSTON,Clear,0.012396870858803921,0.011405121190099609
Sunday,Evening,FRANKSTON,Not clear,0.0234942076689608,0.017620655751720598
Sunday,Evening,GANNAWARRA,Clear,0.0014876245030564707,0.0014876245030564707
Sunday,Evening,GEELONG,Clear,0.02033086820843843,0.015372119864916864
Sunday,Evening,GEELONG,Not clear,0.0058735519172402,0.0058735519172402
Sunday,Evening,GLEN EIRA,Clear,0.009917496687043137,0.008429872183986666
Sunday,Evening,GLEN EIRA,Not clear,0.0234942076689608,0.0234942076689608
Sunday,Evening,GLENELG,Clear,0.003471123840465098,0.0029752490061129414
Sunday,Evening,GLENELG,Not clear,0.0058735519172402,0.0
Sunday,Evening,GOLDEN PLAINS,Clear,0.003966998674817255,0.0029752490061129414
Sunday,Evening,HEPBURN,Clear,0.0024793741717607843,0.0024793741717607843
Sunday,Evening,HOBSONS BAY,Clear,0.007438122515282354,0.006446372846578039
Sunday,Evening,HOBSONS BAY,Not clear,0.0117471038344804,0.0058735519172402
Sunday,Evening,HORSHAM,Clear,0.0009917496687043138,0.0004958748343521569
Sunday,Evening,HUME,Clear,0.012396870858803921,0.011405121190099609
Sunday,Evening,HUME,Not clear,0.035241311503441196,0.035241311503441196
Sunday,Evening,INDIGO,Clear,0.0029752490061129414,0.0029752490061129414
Sunday,Evening,KINGSTON,Clear,0.010909246355747452,0.009917496687043137
Sunday,Evening,KINGSTON,Not clear,0.0058735519172402,0.0058735519172402
Sunday,Evening,KNOX,Clear,0.011900996024451766,0.010909246355747452
Sunday,Evening,KNOX,Not clear,0.029367759586200998,0.0234942076689608
Sunday,Evening,LATROBE,Clear,0.004462873509169412,0.003966998674817255
Sunday,Evening,LATROBE,Not clear,0.0058735519172402,0.0058735519172402
Sunday,Evening,LODDON,Clear,0.0014876245030564707,0.0009917496687043138
Sunday,Evening,MACEDON RANGES,Clear,0.004958748343521569,0.003966998674817255
Sunday,Evening,MACEDON RANGES,Not clear,0.0058735519172402,0.0058735519172402
Sunday,Evening,MANNINGHAM,Clear,0.010909246355747452,0.010413371521395294
Sunday,Evening,MANNINGHAM,Not clear,0.0117471038344804,0.0117471038344804
Sunday,Evening,MANSFIELD,Clear,0.0019834993374086276,0.0009917496687043138
Sunday,Evening,MARIBYRNONG,Clear,0.0019834993374086276,0.0019834993374086276
Sunday,Evening,MARIBYRNONG,Not clear,0.0058735519172402,0.0058735519172402
Sunday,Evening,MAROONDAH,Clear,0.004462873509169412,0.003966998674817255
Sunday,Evening,MAROONDAH,Not clear,0.0234942076689608,0.0234942076689608
Sunday,Evening,MELBOURNE,Clear,0.02380199204890353,0.01933911853973412
Sunday,Evening,MELBOURNE,Not clear,0.035241311503441196,0.035241311503441196
Sunday,Evening,MELTON,Clear,0.011900996024451766,0.010909246355747452
Sunday,Evening,MELTON,Not clear,0.0117471038344804,0.0117471038344804
Sunday,Evening,MILDURA,Clear,0.0029752490061129414,0.0024793741717607843
Sunday,Evening,MITCHELL,Clear,0.003471123840465098,0.0029752490061129414
Sunday,Evening,MITCHELL,Not clear,0.0117471038344804,0.0117471038344804
Sunday,Evening,MOIRA,Clear,0.0024793741717607843,0.0024793741717607843
Sunday,Evening,MOIRA,Not clear,0.0058735519172402,0.0058735519172402
Sunday,Evening,MONASH,Clear,0.013884495361860393,0.012396870858803921
Sunday,Evening,MONASH,Not clear,0.0234942076689608,0.017620655751720598
Sunday,Evening,MOONEE VALLEY,Clear,0.00793399734963451,0.006446372846578039
Sunday,Evening,MOONEE VALLEY,Not clear,0.017620655751720598,0.017620655751720598
Sunday,Evening,MOORABOOL,Clear,0.003471123840465098,0.0029752490061129414
Sunday,Evening,MOORABOOL,Not clear,0.0117471038344804,0.0117471038344804
Sunday,Evening,MORELAND,Clear,0.012892745693156078,0.011900996024451766
Sunday,Evening,MORELAND,Not clear,0.017620655751720598,0.0117471038344804
Sunday,Evening,MORNINGTON PENINSULA,Clear,0.012892745693156078,0.011405121190099609
Sunday,Evening,MORNINGTON PENINSULA,Not clear,0.0234942076689608,0.0234942076689608
Sunday,Evening,MOUNT ALEXANDER,Clear,0.0009917496687043138,0.0
Sunday,Evening,MOYNE,Clear,0.0019834993374086276,0.0019834993374086276
Sunday,Evening,MURRINDINDI,Clear,0.0004958748343521569,0.0004958748343521569
Sunday,Evening,MURRINDINDI,Not clear,0.0058735519172402,0.0058735519172402
Sunday,Evening,NILLUMBIK,Clear,0.003471123840465098,0.0029752490061129414
Sunday,Evening,NILLUMBIK,Not clear,0.0058735519172402,0.0058735519172402
Sunday,Evening,NORTHERN GRAMPIANS,Clear,0.0014876245030564707,0.0009917496687043138
Sunday,Evening,PORT PHILLIP,Clear,0.00793399734963451,0.004462873509169412
Sunday,Evening,PYRENEES,Clear,0.0009917496687043138,0.0004958748343521569
Sunday,Evening,SHEPPARTON,Clear,0.005454623177873726,0.004958748343521569
Sunday,Evening,SHEPPARTON,Not clear,0.0117471038344804,0.0117471038344804
Sunday,Evening,SOUTH GIPPSLAND,Clear,0.004462873509169412,0.003966998674817255
Sunday,Evening,SOUTH GIPPSLAND,Not clear,0.0058735519172402,0.0058735519172402
Sunday,Evening,STONNINGTON,Clear,0.010413371521395294,0.00793399734963451
Sunday,Evening,STONNINGTON,Not clear,0.0234942076689608,0.0234942076689608
Sunday,Evening,STRATHBOGIE,Clear,0.0024793741717607843,0.0014876245030564707
Sunday,Evening,SURF COAST,Clear,0.0014876245030564707,0.0014876245030564707
Sunday,Evening,SURF COAST,Not clear,0.0058735519172402,0.0058735519172402
Sunday,Evening,SWAN HILL,Clear,0.0004958748343521569,0.0004958748343521569
Sunday,Evening,WANGARATTA,Clear,0.0024793741717607843,0.0024793741717607843
Sunday,Evening,WARRNAMBOOL,Clear,0.0019834993374086276,0.0019834993374086276
Sunday,Evening,WARRNAMBOOL,Not clear,0.0117471038344804,0.0117471038344804
Sunday,Evening,WELLINGTON,Clear,0.0019834993374086276,0.0019834993374086276
Sunday,Evening,WELLINGTON,Not clear,0.0117471038344804,0.0117471038344804
Sunday,Evening,WEST WIMMERA,Clear,0.0014876245030564707,0.0009917496687043138
Sunday,Evening,WEST WIMMERA,Not clear,0.0058735519172402,0.0
Sunday,Evening,WHITEHORSE,Clear,0.010909246355747452,0.010909246355747452
Sunday,Evening,WHITEHORSE,Not clear,0.029367759586200998,0.017620655751720598
Sunday,Evening,WHITTLESEA,Clear,0.019834993374086275,0.019834993374086275
Sunday,Evening,WHITTLESEA,Not clear,0.0469884153379216,0.0411148634206814
Sunday,Evening,WODONGA,Clear,0.0024793741717607843,0.0024793741717607843
Sunday,Evening,WODONGA,Not clear,0.0058735519172402,0.0
Sunday,Evening,WYNDHAM,Clear,0.013884495361860393,0.012396870858803921
Sunday,Evening,WYNDHAM,Not clear,0.0117471038344804,0.0117471038344804
Sunday,Evening,YARRA,Clear,0.006446372846578039,0.004958748343521569
Sunday,Evening,YARRA,Not clear,0.029367759586200998,0.0234942076689608
Sunday,Evening,YARRA RANGES,Clear,0.010413371521395294,0.009917496687043137
Sunday,Evening,YARRA RANGES,Not clear,0.0411148634206814,0.0411148634206814
Sunday,Evening,YARRIAMBIACK,Clear,0.0004958748343521569,0.0004958748343521569
Sunday,Morning,(MOUNT HOTHAM),Clear,0.0013954813213748003,0.0013954813213748003
Sunday,Morning,ALPINE,Clear,0.008372887928248801,0.004186443964124401
Sunday,Morning,ALPINE,Not clear,0.0049739454302175565,0.0
Sunday,Morning,ARARAT,Clear,0.0027909626427496006,0.0013954813213748003
Sunday,Morning,ARARAT,Not clear,0.0049739454302175565,0.0049739454302175565
Sunday,Morning,BALLARAT,Clear,0.022327701141996805,0.020932219820622006
Sunday,Morning,BALLARAT,Not clear,0.01492183629065267,0.009947890860435113
Sunday,Morning,BANYULE,Clear,0.019536738499247204,0.016745775856497603
Sunday,Morning,BASS COAST,Clear,0.006977406606874002,0.006977406606874002
Sunday,Morning,BASS COAST,Not clear,0.01492183629065267,0.009947890860435113
Sunday,Morning,BAW BAW,Clear,0.019536738499247204,0.011163850570998403
Sunday,Morning,BAW BAW,Not clear,0.019895781720870226,0.009947890860435113
Sunday,Morning,BAYSIDE,Clear,0.026514145106121205,0.018141257177872405
Sunday,Morning,BENALLA,Clear,0.004186443964124401,0.0027909626427496006
Sunday,Morning,BENDIGO,Clear,0.026514145106121205,0.022327701141996805
Sunday,Morning,BENDIGO,Not clear,0.0049739454302175565,0.0
Sunday,Morning,BOROONDARA,Clear,0.029305107748870806,0.020932219820622006
Sunday,Morning,BRIMBANK,Clear,0.03488703303437001,0.03070058907024561
Sunday,Morning,BULOKE,Clear,0.0013954813213748003,0.0013954813213748003
Sunday,Morning,CAMPASPE,Clear,0.009768369249623602,0.009768369249623602
Sunday,Morning,CAMPASPE,Not clear,0.009947890860435113,0.0049739454302175565
Sunday,Morning,CARDINIA,Clear,0.03070058907024561,0.026514145106121205
Sunday,Morning,CARDINIA,Not clear,0.01492183629065267,0.01492183629065267
Sunday,Morning,CASEY,Clear,0.05721473417636681,0.047446364926743215
Sunday,Morning,CASEY,Not clear,0.02984367258130534,0.024869727151087782
Sunday,Morning,CENTRAL GOLDFIELDS,Clear,0.004186443964124401,0.0013954813213748003
Sunday,Morning,COLAC OTWAY,Clear,0.011163850570998403,0.006977406606874002
Sunday,Morning,COLAC OTWAY,Not clear,0.009947890860435113,0.009947890860435113
Sunday,Morning,CORANGAMITE,Clear,0.005581925285499201,0.004186443964124401
Sunday,Morning,DANDENONG,Clear,0.047446364926743215,0.04046895831986921
Sunday,Morning,DANDENONG,Not clear,0.019895781720870226,0.019895781720870226
Sunday,Morning,DAREBIN,Clear,0.023723182463371607,0.018141257177872405
Sunday,Morning,DAREBIN,Not clear,0.009947890860435113,0.009947890860435113
Sunday,Morning,EAST GIPPSLAND,Clear,0.019536738499247204,0.009768369249623602
Sunday,Morning,EAST GIPPSLAND,Not clear,0.009947890860435113,0.009947890860435113
Sunday,Morning,FRANKSTON,Clear,0.03209607039162041,0.025118663784746406
Sunday,Morning,FRANKSTON,Not clear,0.009947890860435113,0.0049739454302175565
Sunday,Morning,GANNAWARRA,Clear,0.0013954813213748003,0.0013954813213748003
Sunday,Morning,GANNAWARRA,Not clear,0.0049739454302175565,0.0
Sunday,Morning,GEELONG,Clear,0.07535599135423922,0.06558762210461562
Sunday,Morning,GEELONG,Not clear,0.019895781720870226,0.019895781720870226
Sunday,Morning,GLEN EIRA,Clear,0.03488703303437001,0.026514145106121205
Sunday,Morning,GLENELG,Clear,0.004186443964124401,0.0013954813213748003
Sunday,Morning,GLENELG,Not clear,0.0049739454302175565,0.0049739454302175565
Sunday,Morning,GOLDEN PLAINS,Clear,0.011163850570998403,0.004186443964124401
Sunday,Morning,HEPBURN,Clear,0.005581925285499201,0.004186443964124401
Sunday,Morning,HEPBURN,Not clear,0.009947890860435113,0.0049739454302175565
Sunday,Morning,HINDMARSH,Clear,0.0027909626427496006,0.0027909626427496006
Sunday,Morning,HOBSONS BAY,Clear,0.023723182463371607,0.018141257177872405
Sunday,Morning,HOBSONS BAY,Not clear,0.009947890860435113,0.009947890860435113
Sunday,Morning,HORSHAM,Clear,0.004186443964124401,0.004186443964124401
Sunday,Morning,HUME,Clear,0.054423771533617216,0.04605088360536841
Sunday,Morning,HUME,Not clear,0.009947890860435113,0.009947890860435113
Sunday,Morning,INDIGO,Clear,0.006977406606874002,0.0027909626427496006
Sunday,Morning,KINGSTON,Clear,0.054423771533617216,0.03907347699849441
Sunday,Morning,KINGSTON,Not clear,0.0049739454302175565,0.0049739454302175565
Sunday,Morning,KNOX,Clear,0.03767799567711961,0.033491551712995206
Sunday,Morning,KNOX,Not clear,0.019895781720870226,0.01492183629065267
Sunday,Morning,LATROBE,Clear,0.023723182463371607,0.020932219820622006
Sunday,Morning,LATROBE,Not clear,0.009947890860435113,0.0049739454302175565
Sunday,Morning,LODDON,Clear,0.0013954813213748003,0.0013954813213748003
Sunday,Morning,MACEDON RANGES,Clear,0.018141257177872405,0.009768369249623602
Sunday,Morning,MACEDON RANGES,Not clear,0.019895781720870226,0.01492183629065267
Sunday,Morning,MANNINGHAM,Clear,0.025118663784746406,0.018141257177872405
Sunday,Morning,MANNINGHAM,Not clear,0.0049739454302175565,0.0049739454302175565
Sunday,Morning,MANSFIELD,Clear,0.012559331892373203,0.006977406606874002
Sunday,Morning,MANSFIELD,Not clear,0.009947890860435113,0.0
Sunday,Morning,MARIBYRNONG,Clear,0.018141257177872405,0.013954813213748004
Sunday,Morning,MARIBYRNONG,Not clear,0.009947890860435113,0.009947890860435113
Sunday,Morning,MAROONDAH,Clear,0.019536738499247204,0.015350294535122804
Sunday,Morning,MAROONDAH,Not clear,0.0049739454302175565,0.0049739454302175565
Sunday,Morning,MELBOURNE,Clear,0.09349724853211162,0.08093791663973841
Sunday,Morning,MELBOURNE,Not clear,0.0049739454302175565,0.0
Sunday,Morning,MELTON,Clear,0.029305107748870806,0.027909626427496007
Sunday,Morning,MELTON,Not clear,0.0049739454302175565,0.0049739454302175565
Sunday,Morning,MILDURA,Clear,0.020932219820622006,0.018141257177872405
Sunday,Morning,MITCHELL,Clear,0.019536738499247204,0.019536738499247204
Sunday,Morning,MITCHELL,Not clear,0.024869727151087782,0.024869727151087782
Sunday,Morning,MOIRA,Clear,0.009768369249623602,0.008372887928248801
Sunday,Morning,MOIRA,Not clear,0.0049739454302175565,0.0049739454302175565
Sunday,Morning,MONASH,Clear,0.04046895831986921,0.033491551712995206
Sunday,Morning,MONASH,Not clear,0.019895781720870226,0.009947890860435113
Sunday,Morning,MOONEE VALLEY,Clear,0.027909626427496007,0.023723182463371607
Sunday,Morning,MOONEE VALLEY,Not clear,0.009947890860435113,0.009947890860435113
Sunday,Morning,MOORABOOL,Clear,0.016745775856497603,0.009768369249623602
Sunday,Morning,MOORABOOL,Not clear,0.009947890860435113,0.0049739454302175565
Sunday,Morning,MORELAND,Clear,0.05302829021224241,0.04465540228399361
Sunday,Morning,MORELAND,Not clear,0.009947890860435113,0.0049739454302175565
Sunday,Morning,MORNINGTON PENINSULA,Clear,0.03767799567711961,0.022327701141996805
Sunday,Morning,MORNINGTON PENINSULA,Not clear,0.024869727151087782,0.024869727151087782
Sunday,Morning,MOUNT ALEXANDER,Clear,0.004186443964124401,0.0027909626427496006
Sunday,Morning,MOYNE,Clear,0.009768369249623602,0.008372887928248801
Sunday,Morning,MOYNE,Not clear,0.0049739454302175565,0.0049739454302175565
Sunday,Morning,MURRINDINDI,Clear,0.023723182463371607,0.012559331892373203
Sunday,Morning,MURRINDINDI,Not clear,0.019895781720870226,0.01492183629065267
Sunday,Morning,NILLUMBIK,Clear,0.013954813213748004,0.011163850570998403
Sunday,Morning,NILLUMBIK,Not clear,0.009947890860435113,0.009947890860435113
Sunday,Morning,NORTHERN GRAMPIANS,Clear,0.005581925285499201,0.005581925285499201
Sunday,Morning,PORT PHILLIP,Clear,0.04605088360536841,0.029305107748870806
Sunday,Morning,PORT PHILLIP,Not clear,0.0049739454302175565,0.0049739454302175565
Sunday,Morning,PYRENEES,Clear,0.005581925285499201,0.0013954813213748003
Sunday,Morning,PYRENEES,Not clear,0.0049739454302175565,0.0049739454302175565
Sunday,Morning,QUEENSCLIFFE,Clear,0.0013954813213748003,0.0013954813213748003
Sunday,Morning,SHEPPARTON,Clear,0.027909626427496007,0.020932219820622006
Sunday,Morning,SHEPPARTON,Not clear,0.0049739454302175565,0.0049739454302175565
Sunday,Morning,SOUTH GIPPSLAND,Clear,0.015350294535122804,0.015350294535122804
Sunday,Morning,SOUTH GIPPSLAND,Not clear,0.009947890860435113,0.0049739454302175565
Sunday,Morning,SOUTHERN GRAMPIANS,Clear,0.009768369249623602,0.005581925285499201
Sunday,Morning,SOUTHERN GRAMPIANS,Not clear,0.0049739454302175565,0.0049739454302175565
Sunday,Morning,STONNINGTON,Clear,0.03907347699849441,0.029305107748870806
Sunday,Morning,STONNINGTON,Not clear,0.019895781720870226,0.01492183629065267
Sunday,Morning,STRATHBOGIE,Clear,0.011163850570998403,0.008372887928248801
Sunday,Morning,STRATHBOGIE,Not clear,0.0049739454302175565,0.0
Sunday,Morning,SURF COAST,Clear,0.018141257177872405,0.015350294535122804
Sunday,Morning,SURF COAST,Not clear,0.01492183629065267,0.009947890860435113
Sunday,Morning,SWAN HILL,Clear,0.006977406606874002,0.005581925285499201
Sunday,Morning,TOWONG,Clear,0.005581925285499201,0.0027909626427496006
Sunday,Morning,WANGARATTA,Clear,0.008372887928248801,0.006977406606874002
Sunday,Morning,WARRNAMBOOL,Clear,0.005581925285499201,0.005581925285499201
Sunday,Morning,WARRNAMBOOL,Not clear,0.0049739454302175565,0.0049739454302175565
Sunday,Morning,WELLINGTON,Clear,0.020932219820622006,0.015350294535122804
Sunday,Morning,WELLINGTON,Not clear,0.019895781720870226,0.009947890860435113
Sunday,Morning,WEST WIMMERA,Clear,0.0013954813213748003,0.0013954813213748003
Sunday,Morning,WHITEHORSE,Clear,0.033491551712995206,0.029305107748870806
Sunday,Morning,WHITEHORSE,Not clear,0.009947890860435113,0.0049739454302175565
Sunday,Morning,WHITTLESEA,Clear,0.04465540228399361,0.03628251435574481
Sunday,Morning,WHITTLESEA,Not clear,0.01492183629065267,0.01492183629065267
Sunday,Morning,WODONGA,Clear,0.011163850570998403,0.011163850570998403
Sunday,Morning,WYNDHAM,Clear,0.04605088360536841,0.04325992096261881
Sunday,Morning,WYNDHAM,Not clear,0.01492183629065267,0.009947890860435113
Sunday,Morning,YARRA,Clear,0.03907347699849441,0.023723182463371607
Sunday,Morning,YARRA,Not clear,0.0049739454302175565,0.0049739454302175565
Sunday,Morning,YARRA RANGES,Clear,0.05721473417636681,0.03907347699849441
Sunday,Morning,YARRA RANGES,Not clear,0.05471339973239312,0.03979156344174045
Sunday,Morning,YARRIAMBIACK,Clear,0.0027909626427496006,0.0013954813213748003
Sunday,Night,ALPINE,Clear,0.003815845119301655,0.0012719483731005517
Sunday,Night,BALLARAT,Clear,0.008903638611703861,0.006359741865502758
Sunday,Night,BALLARAT,Not clear,0.01019495675698361,0.01019495675698361
Sunday,Night,BANYULE,Clear,0.0025438967462011034,0.0025438967462011034
Sunday,Night,BANYULE,Not clear,0.005097478378491805,0.005097478378491805
Sunday,Night,BASS COAST,Clear,0.0025438967462011034,0.0025438967462011034
Sunday,Night,BAW BAW,Clear,0.00763169023860331,0.006359741865502758
Sunday,Night,BAW BAW,Not clear,0.015292435135475416,0.015292435135475416
Sunday,Night,BAYSIDE,Clear,0.008903638611703861,0.008903638611703861
Sunday,Night,BENALLA,Clear,0.0012719483731005517,0.0012719483731005517
Sunday,Night,BENDIGO,Clear,0.01653532885030717,0.012719483731005517
Sunday,Night,BENDIGO,Not clear,0.005097478378491805,0.005097478378491805
Sunday,Night,BOROONDARA,Clear,0.008903638611703861,0.008903638611703861
Sunday,Night,BRIMBANK,Clear,0.02289507071580993,0.02289507071580993
Sunday,Night,BRIMBANK,Not clear,0.015292435135475416,0.015292435135475416
Sunday,Night,CAMPASPE,Clear,0.008903638611703861,0.00763169023860331
Sunday,Night,CAMPASPE,Not clear,0.005097478378491805,0.005097478378491805
Sunday,Night,CARDINIA,Clear,0.00763169023860331,0.006359741865502758
Sunday,Night,CARDINIA,Not clear,0.01019495675698361,0.01019495675698361
Sunday,Night,CASEY,Clear,0.008903638611703861,0.00763169023860331
Sunday,Night,CASEY,Not clear,0.015292435135475416,0.01019495675698361
Sunday,Night,CENTRAL GOLDFIELDS,Clear,0.0012719483731005517,0.0012719483731005517
Sunday,Night,COLAC OTWAY,Clear,0.005087793492402207,0.005087793492402207
Sunday,Night,COLAC OTWAY,Not clear,0.015292435135475416,0.015292435135475416
Sunday,Night,CORANGAMITE,Not clear,0.005097478378491805,0.005097478378491805
Sunday,Night,DANDENONG,Clear,0.017807277223407723,0.017807277223407723
Sunday,Night,DANDENONG,Not clear,0.015292435135475416,0.015292435135475416
Sunday,Night,DAREBIN,Clear,0.003815845119301655,0.003815845119301655
Sunday,Night,DAREBIN,Not clear,0.005097478378491805,0.005097478378491805
Sunday,Night,EAST GIPPSLAND,Clear,0.0012719483731005517,0.0012719483731005517
Sunday,Night,FRANKSTON,Clear,0.005087793492402207,0.005087793492402207
Sunday,Night,FRANKSTON,Not clear,0.005097478378491805,0.005097478378491805
Sunday,Night,GANNAWARRA,Clear,0.0025438967462011034,0.0025438967462011034
Sunday,Night,GEELONG,Clear,0.025438967462011033,0.025438967462011033
Sunday,Night,GEELONG,Not clear,0.015292435135475416,0.015292435135475416
Sunday,Night,GLEN EIRA,Clear,0.01526338047720662,0.01526338047720662
Sunday,Night,GLEN EIRA,Not clear,0.005097478378491805,0.005097478378491805
Sunday,Night,GLENELG,Clear,0.0012719483731005517,0.0012719483731005517
Sunday,Night,GOLDEN PLAINS,Clear,0.0012719483731005517,0.0012719483731005517
Sunday,Night,HEPBURN,Clear,0.005087793492402207,0.005087793492402207
Sunday,Night,HINDMARSH,Clear,0.0012719483731005517,0.0012719483731005517
Sunday,Night,HOBSONS BAY,Clear,0.00763169023860331,0.00763169023860331
Sunday,Night,HORSHAM,Clear,0.0025438967462011034,0.0025438967462011034
